index,size,seed,open_cells,start_row,start_col,end_row,end_col,moves,overlaps,path,grid,image
147,7,147,40,0,0,1,4,39,0,drurrrrrddddddluldluldllururulururdrrul,1111111/1111111/0111111/0110001/0110001/1111111/1111111,images/grid_0147_n7_seed147.svg
148,7,148,41,0,0,3,5,42,2,ddddrduruluuurrrrrddddddullluuulurrrdlddru,1111111/1111111/1111111/1111111/1111111/0101111/0000001,images/grid_0148_n7_seed148.svg
149,7,149,42,0,0,3,5,42,1,durrdrurrrddddddlllllluurdrurdrrululururdd,1111111/1011111/0001111/0001111/1111111/1111111/1111111,images/grid_0149_n7_seed149.svg
150,7,150,40,0,0,0,1,39,0,ddrdldddrrulurrdrrruuuuulldrdddluuluull,1111111/1001111/1101111/1100111/1111111/1111111/1110000,images/grid_0150_n7_seed150.svg
151,7,151,41,0,0,0,3,41,1,ddddddrrrrrruuuuudllldldrrurddlllluuuuurr,1111000/1100001/1101111/1111111/1111111/1111111/1111111,images/grid_0151_n7_seed151.svg
152,7,152,36,0,0,6,2,42,7,dddddduuuuururrrrrdldlullddrudrrdddrllluld,1111111/1111111/1011110/1011110/1000010/1011010/1011111,images/grid_0152_n7_seed152.svg
153,7,153,41,0,0,6,5,41,1,ddddddrrrulluururuurrrddddluuulddldlrrddr,1001111/1001111/1011111/1111111/1111111/1111100/1111110,images/grid_0153_n7_seed153.svg
154,7,154,39,0,0,6,4,40,2,ddddddrrulurrlluurrrulllurrrrrdlddddrdll,1111111/1111111/1111110/1100010/1111010/1110011/1110111,images/grid_0154_n7_seed154.svg
155,7,155,43,0,0,6,6,44,2,ddrddlddrurdruuluuuurrrrdddduluullddruddddrr,1011111/1011111/1111111/0111111/1111101/1111100/1111111,images/grid_0155_n7_seed155.svg
156,7,156,45,0,0,4,1,45,1,ddddddrurrdrrruuuuuulllddddrdruulurullluldddd,1111111/1111111/1101111/1101111/1101111/1111111/1101111,images/grid_0156_n7_seed156.svg
157,7,157,45,0,0,2,4,46,2,rddlddddrrrrrruuldluuruuurlllldddlddrurduuuurd,1111111/0111110/1111110/1111110/1111111/1111111/1111111,images/grid_0157_n7_seed157.svg
158,7,158,44,0,0,3,5,44,1,ddrdddrdrrrruuuuuullllldrdddrdrrululuurdrudd,1111111/1111111/1111111/0111111/0111111/0111111/0011111,images/grid_0158_n7_seed158.svg
159,7,159,40,0,0,0,3,41,2,rdldddddrrrrrrulllllurruulrdrdrruluruulll,1101111/1100001/1011011/1001111/1111111/1111111/1111111,images/grid_0159_n7_seed159.svg
160,7,160,40,0,0,3,2,39,0,ddruurrrrrddddddlllllurrrruluruuldluldd,1111111/1111111/1111111/0010111/0000111/0111111/0111111,images/grid_0160_n7_seed160.svg
161,7,161,42,0,0,2,3,41,0,ddddddrrrrrruuldluurulululldrdldddrruluru,1111000/1111100/1111110/1111110/1111111/1111111/1111111,images/grid_0161_n7_seed161.svg
162,7,162,43,0,0,4,6,42,0,ddddddrurdrurdrrululurullldluuurdrrrurdddd,1110011/1111111/1111111/1110111/1000111/1111111/1111111,images/grid_0162_n7_seed162.svg
163,7,163,40,2,0,6,1,39,0,druruurrrrddddddlllurruuuulldrddluldddl,0011111/0011111/1111111/1111111/0011111/0011111/0111111,images/grid_0163_n7_seed163.svg
164,7,164,39,0,0,3,5,38,0,ddddddrrrulluuuuurrdldddrurdrdruuuuldd,1111000/1111011/1110011/1111111/1111111/1111011/1111000,images/grid_0164_n7_seed164.svg
165,7,165,43,0,0,5,3,44,2,ddddddrrrrururuuuullrdddlulddrlluuuuldddddrr,1110111/1110011/1111111/1111111/1111111/1111110/1111100,images/grid_0165_n7_seed165.svg
166,7,166,38,0,0,6,6,40,3,drurrrrldlldrrddlddllluuruddruurrrurdddd,1111110/1111100/0011111/0111111/1111101/1111001/1111001,images/grid_0166_n7_seed166.svg
167,7,167,43,0,0,0,6,44,2,ddddddrrrrrruuulddluldlluruluuurdddrruudrruu,1110001/1110101/1110111/1111111/1111111/1111111/1111111,images/grid_0167_n7_seed167.svg
168,7,168,38,0,0,5,0,43,6,ddduururrrrrdlllldrdrdlludrdrrruudddllllllu,1111111/1111111/1011000/1011101/0011101/1001111/1111111,images/grid_0168_n7_seed168.svg
169,7,169,44,0,0,1,2,43,0,ddddddrurdrurdrruluruuuulllllddrdrrruuldlul,1111111/1111111/1111111/1011111/1000011/1111111/1111111,images/grid_0169_n7_seed169.svg
170,7,170,42,0,0,0,5,41,0,rdddldddrrrrurruuldlulddlluruuuurddrrruul,1111011/0111001/0111111/1111111/1111111/1111111/1111100,images/grid_0170_n7_seed170.svg
171,7,171,41,0,0,6,0,42,2,dduurrdddrddruuuluurdrurddldrdldrdlllluldl,1111111/1011111/1011111/0011111/0001111/0111111/1111111,images/grid_0171_n7_seed171.svg
172,7,172,45,0,0,3,6,45,1,ddddddrrrrrrulluuuulddddllurulurulurrrrrldddr,1111111/1111110/1111110/1111111/1111100/1111111/1111111,images/grid_0172_n7_seed172.svg
173,7,173,40,0,0,6,0,40,1,rdlddrurrdldddrrrruluuuurulldddddlullldd,1100111/1100111/1111110/1111110/1111110/1011111/1011111,images/grid_0173_n7_seed173.svg
174,7,174,41,0,0,1,4,41,1,drrulddlddddrrrrrrullllluurdrurdrruuuuldl,1110011/1110111/1100001/1111101/1111111/1111111/1111111,images/grid_0174_n7_seed174.svg
175,7,175,41,0,0,6,5,41,1,ddddddrruluuuuurrrrrdldlulldrdrlldrrrrddl,1111111/1111111/1111110/1111100/1111111/1110001/1110011,images/grid_0175_n7_seed175.svg
176,7,176,42,0,0,5,0,41,0,drurdrurrrddddddllllurrruluruuldldlullddd,1111111/1111111/1111111/1011111/1000111/1011111/0011111,images/grid_0176_n7_seed176.svg
177,7,177,40,0,0,1,6,41,2,ddddddrrrrrrluurlldluuuulddddluuuuurrrrrd,1111111/1111001/1111000/1111000/1111111/1111110/1111111,images/grid_0177_n7_seed177.svg
178,7,178,40,0,0,6,0,40,1,dddruuurrrrrdddddllduuruuulddluuldddlldd,1111111/1111111/1111111/1111111/1110111/1000111/1000100,images/grid_0178_n7_seed178.svg
179,7,179,42,0,0,0,3,41,0,ddddddrrrrrruuuuulddllldrrrdlllluuuuurdru,1111000/1111011/1100011/1111111/1111111/1111111/1111111,images/grid_0179_n7_seed179.svg
180,7,180,44,2,0,6,3,43,0,ddddrruluurrulluurdrurrrddddddluuuuuldddddl,0111111/0111111/1111111/1111111/1100111/1110111/1111111,images/grid_0180_n7_seed180.svg
181,7,181,44,0,0,4,2,44,1,rlddddddrrrrrruuuuuuldlulddrdldrrdlllluuurdd,1101111/1001111/1111101/1111101/1111111/1111111/1111111,images/grid_0181_n7_seed181.svg
182,7,182,43,1,0,5,1,43,1,dddddrrruurddrruluruuuullllrdrrddluldlulddd,0011111/1001111/1111111/1111111/1101111/1101111/1111111,images/grid_0182_n7_seed182.svg
183,7,183,42,0,0,0,6,42,1,rdldrdldddrrrrrruuuuldddluulldldrruuururru,1100001/1100111/1101111/1111111/1111111/1111111/1111111,images/grid_0183_n7_seed183.svg
184,7,184,39,0,0,6,5,41,3,ddddddrruluuuurulrrrrrdldldldlrrruruddddl,1111111/1110011/1100111/1101111/1111111/1110001/1110011,images/grid_0184_n7_seed184.svg
185,7,185,41,0,0,0,1,41,1,ddddddrrrrrrulluldllurulurrdrruruudlullll,1111111/1000011/1111011/1111110/1111100/1111111/1111111,images/grid_0185_n7_seed185.svg
186,7,186,36,0,0,6,5,41,6,ddrrrullurrrdrdlddlddlllururdurruurrddddl,1111100/1111110/1111111/0000101/0111101/1111001/1111011,images/grid_0186_n7_seed186.svg
187,7,187,40,0,0,4,6,40,1,ddddddrrrulluuurddrruluururrdldlrrdlddru,1000111/1001111/1111111/1111111/1111111/1111011/1111000,images/grid_0187_n7_seed187.svg
188,7,188,44,0,0,2,1,43,0,rrrdddldrruuuurrdldrdldrddluldluldlluruluru,1111111/0001111/0101111/1111111/1111111/1111111/1111111,images/grid_0188_n7_seed188.svg
189,7,189,38,0,0,0,6,38,1,rrrldlldrdldddrrrrrrulllllururdrrruuuu,1111001/1110001/1100001/1111001/1111111/1111111/1111111,images/grid_0189_n7_seed189.svg
190,7,190,40,0,0,0,6,40,1,rrdlldddddrrrrrruuulddluldlluurdurrurruu,1110001/1110001/1000111/1111111/1111111/1111111/1111111,images/grid_0190_n7_seed190.svg
191,7,191,41,0,0,6,4,42,2,ddddddrruulduuuuurdrdrrululrrrddddddluuldd,1111111/1111111/1101111/1100001/1110111/1110111/1110111,images/grid_0191_n7_seed191.svg
192,7,192,41,0,0,3,4,41,1,ddururdrddddllulddrrrrrruuuuuuldldrdddluu,1110011/1111111/1001111/0001111/1101111/1111111/1111111,images/grid_0192_n7_seed192.svg
193,7,193,39,0,0,5,6,39,1,ddddddrrulrrrullluruluurdrurdrurddldrdd,1111111/1111111/1110011/1110011/1111101/1111101/1110000,images/grid_0193_n7_seed193.svg
194,7,194,43,0,0,4,6,42,0,ddrdldddrurdrurdrrululurullullurrrdrurdddd,1111111/1111111/1101111/1100111/1000111/1111111/1111111,images/grid_0194_n7_seed194.svg
195,7,195,42,0,0,6,1,41,0,ddruurrrrrddddddlluruuuuldddluuulddlldddr,1111111/1111111/1111111/1111111/1001111/1000111/1100111,images/grid_0195_n7_seed195.svg
196,7,196,42,0,0,0,2,44,3,ddddrdrdrrrruuuuuullrddlllddrdrruuldullluuur,1110111/1100011/1111111/1111111/1111111/0111111/0011111,images/grid_0196_n7_seed196.svg
197,7,197,40,2,0,1,1,40,1,ddddrrrrrruuuuuulllddrurddddluldlulduuuu,0001111/0101111/1101111/1100011/1111111/1111111/1111111,images/grid_0197_n7_seed197.svg
198,7,198,39,0,0,2,6,40,2,ddddddrrrrrruuldluulddlluurduuruulrrddrr,1011100/1001100/1011111/1111100/1111111/1111111/1111111,images/grid_0198_n7_seed198.svg
199,7,199,40,0,0,6,1,45,6,drdrdruululrrrrrdddddduuluuuldddddlruullllddr,1111111/1111111/0111111/0011111/1111111/1000101/1101101,images/grid_0199_n7_seed199.svg
200,7,200,44,0,0,6,6,46,3,ddddddrrrluluruluuurrrrrdddluuldlulddrrddurrdd,1111111/1111111/1111111/1111111/1110111/1110101/1111001,images/grid_0200_n7_seed200.svg
201,7,201,40,0,0,2,4,40,1,rlddrrddllddrurdrurruruuuulllddddruruuld,1101111/1001111/1111111/0011111/1111111/1111110/1111000,images/grid_0201_n7_seed201.svg
202,7,202,39,0,0,5,6,39,1,ddddddrruluuuuurrrrrdlldddlluuurddddrrr,1111111/1111111/1111100/1111100/1111100/1111111/1110000,images/grid_0202_n7_seed202.svg
203,7,203,39,0,0,6,0,38,0,dddrrrrrulllluurdrurdrurddddddllluldll,1111111/1111111/1111111/1111111/0000001/0011001/1111111,images/grid_0203_n7_seed203.svg
204,7,204,43,0,0,2,2,42,0,ddddddrurdrrrruluruuuullllldddrrrruuldluld,1111111/1111111/1111111/1111111/1000011/1110011/1111111,images/grid_0204_n7_seed204.svg
205,7,205,42,0,0,0,5,41,0,ddddddrrrrruuldluldluuuuurdrdldrrurdruuul,1110011/1111001/1111111/1111111/1111110/1111110/1111110,images/grid_0205_n7_seed205.svg
206,7,206,40,0,0,6,0,40,1,dddruuurrrdrurddldrdddlllluuruuuldddlldd,1111111/1111111/1111011/1111011/1111001/1010001/1011111,images/grid_0206_n7_seed206.svg
207,7,207,46,0,0,6,1,45,0,ddddruuuurrrrrddddddlllurruuuuldddluuuldddddl,1111111/1111111/1111111/1111111/1111111/0011111/0111111,images/grid_0207_n7_seed207.svg
208,7,208,44,0,0,0,1,43,0,ddddddrrrrrruuuuuuldldrdddlllluurdrruluulul,1110011/1011111/1001111/1111111/1111111/1111111/1111111,images/grid_0208_n7_seed208.svg
209,7,209,43,0,0,6,1,43,1,ddddruuuurdrdldddruururuurdddldrddluulddlll,1110011/1111011/1111111/1111111/1111111/0011111/0111111,images/grid_0209_n7_seed209.svg
210,7,210,38,0,0,5,0,39,2,drdrdruululrrrrrddldldldrrurudddllllllu,1111111/1111001/0111011/0011111/0001111/1001111/1111111,images/grid_0210_n7_seed210.svg
211,7,211,39,0,0,6,6,40,2,ddrdldddrrrurulldluurrruuulrrrdldrdldrdd,1001111/1000111/1100111/1111111/1111111/1111101/1111001,images/grid_0211_n7_seed211.svg
212,7,212,43,0,0,6,4,42,0,ddddddrruluuurururrrddluldldldrrurrdldrdll,1001111/1011111/1111111/1111111/1111111/1110011/1110111,images/grid_0212_n7_seed212.svg
213,7,213,43,0,0,5,1,42,0,drurrrrrdlllldrrrrddddlllllluururdrrrdllll,1111111/1111111/0011111/0110001/1111111/1111111/1111111,images/grid_0213_n7_seed213.svg
214,7,214,37,0,0,3,1,38,2,ddddrrddrurdrruluruluuruddllluulldrdld,1111001/1111011/1111111/1100011/1110011/0011111/0011111,images/grid_0214_n7_seed214.svg
215,7,215,42,0,0,5,2,41,0,ddddrddrrrruuuruluulllldddruurrdldrddluld,1111110/1111110/1111111/1111111/1111110/0111110/0111110,images/grid_0215_n7_seed215.svg
216,7,216,39,0,0,6,3,39,1,ddddddruuuuuurrrrrdddddluuuulllddrldddr,1111111/1111111/1110011/1111011/1110011/1110011/1111000,images/grid_0216_n7_seed216.svg
217,7,217,40,0,0,5,1,42,3,ddrrdrdddrrruuuuuullldrrddddluuullllddddru,1001111/1001111/1111111/1011111/1001111/1101111/1101111,images/grid_0217_n7_seed217.svg
218,7,218,40,0,0,3,1,40,1,ddddddrrluurrrdrdruuluruuulldrdlluullddd,1111111/1101111/1101111/1100011/1111111/1100111/1110011,images/grid_0218_n7_seed218.svg
219,7,219,42,0,0,2,5,41,0,rrddddldldrrurdrrruuuuuulllddddrdruuluurd,1111111/0011111/0011111/0011111/0111111/1111111/1111111,images/grid_0219_n7_seed219.svg
220,7,220,43,0,0,6,0,42,0,ddddrrrrdruululdllurulurrrrrdldrddddllllll,1111111/1110011/1111111/1111111/1111111/0000111/1111111,images/grid_0220_n7_seed220.svg
221,7,221,41,0,0,5,5,42,2,dddrldddrurdrrrruululuurrullllldrrddddurdr,1111111/1111111/1001100/1101110/1001111/1111111/1111111,images/grid_0221_n7_seed221.svg
222,7,222,41,0,0,2,5,41,1,ddddddrrrrrruuldluuuldldrdlluuuuurrrdurdd,1111110/1100110/1101110/1111100/1111111/1111111/1111111,images/grid_0222_n7_seed222.svg
223,7,223,40,0,0,0,6,40,1,rdrddluludddrdldrrrrurdruullluuruurddruu,1100111/1110111/1111111/1111000/1101111/1100111/1111111,images/grid_0223_n7_seed223.svg
224,7,224,43,0,0,5,0,43,1,ddruurrrrrddddddlluruuuuldddlluuurdddddlllu,1111111/1111111/1111111/0011111/0011111/1001111/1111111,images/grid_0224_n7_seed224.svg
225,7,225,39,0,0,6,6,40,2,ddddddrruluuuuurrdldddrdrluuuruurrdddddd,1111111/1111101/1111101/1111001/1111001/1111101/1110001,images/grid_0225_n7_seed225.svg
226,7,226,43,0,0,0,2,44,2,ddddddrruluurdrdruulrrdddruuuuuullrddlllluur,1110111/1100011/1111111/1111111/1111111/1111111/1110011,images/grid_0226_n7_seed226.svg
227,7,227,42,0,0,0,1,43,2,ddddddrrrrrruuuuuuddldddlllluurdrrulurullul,1110001/1011101/1001111/1111111/1111111/1111111/1111111,images/grid_0227_n7_seed227.svg
228,7,228,43,0,0,6,2,42,0,ddruurrrrrddddddluluruuulddluulddlldddrurd,1111111/1111111/1111111/1111111/1000111/1110111/1110011,images/grid_0228_n7_seed228.svg
229,7,229,43,0,0,6,0,42,0,dddruuurrrrrddddddluluruuulddluuldddldrdll,1111111/1111111/1111111/1111111/0110111/0110111/1110011,images/grid_0229_n7_seed229.svg
230,7,230,42,0,0,0,6,44,3,dddrdddlrrrrulluurdrrrdduuuuldlululdluurrrrr,1111111/1111000/1111111/1111111/0111111/0111101/1111101,images/grid_0230_n7_seed230.svg
231,7,231,43,0,0,5,5,44,2,dddddduruuurulurrrrrddddddlluluuuurrdlddrudd,1111111/1111111/1111111/1101111/1101111/1101111/1000111,images/grid_0231_n7_seed231.svg
232,7,232,44,0,0,4,4,44,1,rdrurrrrddddddllllluluudrrdruulururrdldrddlu,1111111/0111111/0011111/1011111/1111111/1111111/0111111,images/grid_0232_n7_seed232.svg
233,7,233,40,0,0,5,0,41,2,ddruurrdlddddruuurrruuddddddluuuldddllllu,1111001/1111001/1111111/0011111/0011111/1011111/1111111,images/grid_0233_n7_seed233.svg
234,7,234,40,0,0,5,0,41,2,dddrurrullurrrrrddddddulluruuuldddldlldlu,1111111/1111111/1111111/1100111/0001111/1111111/1100001,images/grid_0234_n7_seed234.svg
235,7,235,45,2,0,3,1,44,0,ddddrrrrrruuuuuulllldrrrddddluuuldddlluruuld,0011111/0011111/1111111/1111111/1111111/1111111/1111111,images/grid_0235_n7_seed235.svg
236,7,236,40,0,0,6,2,40,1,rrrrrrddddddlluruuuuldddluuulllddrldddrr,1111111/1111111/1001111/1101111/1001111/1000111/1110111,images/grid_0236_n7_seed236.svg
237,7,237,44,0,0,4,6,44,1,ddddddrrrrrrulululurullddddluuuuurrrrdddurdd,1111110/1111110/1111111/1111111/1110111/1110011/1111111,images/grid_0237_n7_seed237.svg
238,7,238,43,0,0,1,5,44,2,rrrlldldddddrrrrrrullllluuurrrdlldrrrruuuuld,1111011/1100011/1111101/1111101/1111111/1111111/1111111,images/grid_0238_n7_seed238.svg
239,7,239,41,0,0,4,2,40,0,rrdddldlddrurdrrrruuuluuulldrdldrdrdllul,1111110/0011110/0011110/0111111/1111111/1111111/1111111,images/grid_0239_n7_seed239.svg
240,7,240,42,4,0,4,5,41,0,ddrrrrrruuuuuullldldldddruurururddldldrru,0001111/0011111/0111111/0111111/1111111/1111111/1111111,images/grid_0240_n7_seed240.svg
241,7,241,44,0,0,2,2,44,1,ddddddruuruluuurrrrrddddddluldluurulururllld,1111111/1111111/1111101/1111101/1111101/1101111/1101111,images/grid_0241_n7_seed241.svg
242,7,242,39,0,0,5,5,40,2,ddddddrruluuuuurrdldddruururrdlrddddllru,1111000/1111111/1111111/1111001/1111001/1110011/1110111,images/grid_0242_n7_seed242.svg
243,7,243,36,0,0,5,0,41,6,drurrrrrdullddddddrruuldulluluurdllddddlu,1111111/1111101/0111100/0111100/0101111/1100111/1100111,images/grid_0243_n7_seed243.svg
244,7,244,40,0,0,1,6,41,2,ddddddruruluuuurdddrdrddrruulduulluururrd,1110111/1111101/1111000/1111110/1111111/1110111/1100111,images/grid_0244_n7_seed244.svg
245,7,245,38,0,0,6,6,40,3,dddruuurddrrdlldrdldllrurrruruuuurdddddd,1110011/1110011/1111111/1111111/0011111/0111101/1110001,images/grid_0245_n7_seed245.svg
246,7,246,40,0,0,4,3,41,2,ddddddrrluuruuuulrrdrurrdldrddddlluruuldl,1111111/1011111/1010011/1010111/1111111/1100111/1110111,images/grid_0246_n7_seed246.svg
247,7,247,41,0,0,5,1,42,2,ddddddrrrrrruuulddluuuuurrllllldddrrddluld,1111111/1100100/1100100/1111111/1111111/1111111/1111111,images/grid_0247_n7_seed247.svg
248,7,248,37,0,0,5,0,39,3,ddduruurdrrdldddruururuuddddldrdllllllu,1110001/1111101/1101111/1001111/0001111/1001111/1111111,images/grid_0248_n7_seed248.svg
249,7,249,39,0,0,6,0,40,2,dddrduruluurdrurrrddluldlddrurdddrllllll,1111111/1111111/1111111/1111110/0101110/0000010/1111111,images/grid_0249_n7_seed249.svg
250,7,250,43,0,0,5,1,44,2,ddddddrrrrrruuuuuuldluldlulddrdrdrdrllluludd,1111111/1111111/1110001/1111001/1111101/1111111/1111111,images/grid_0250_n7_seed250.svg
251,7,251,37,0,0,6,4,40,4,rrdrdrddrruluruuldlulllldddrdlddrudrurdr,1111111/1011111/1001111/1100111/1100111/1111000/1111100,images/grid_0251_n7_seed251.svg
252,7,252,43,0,0,2,2,42,0,rrrrdrrdddddllluulldluuuurrrdrrdddluulllur,1111100/1111111/1111111/1111111/1111111/1101111/0001111,images/grid_0252_n7_seed252.svg
253,7,253,37,3,0,0,6,37,1,dddrrrrrrululdluulddluuurrrululrrrdru,0011111/0001111/0111100/1111000/1111110/1111111/1111111,images/grid_0253_n7_seed253.svg
254,7,254,40,0,0,5,5,40,1,rdldrddddlrrrrrruuuuuulddlulldrdlddrurdr,1100011/1111111/1111111/0111001/0111101/0111111/1111111,images/grid_0254_n7_seed254.svg
255,7,255,44,0,0,0,3,43,0,ddddddrrrrrruuuuuuldddlldrrdllllurulurulurr,1111011/1110011/1110011/1111111/1111111/1111111/1111111,images/grid_0255_n7_seed255.svg
256,7,256,40,0,0,5,3,40,1,ddruurdrurdrurddddddllllllurrururrddludl,1111111/1111111/1100001/0001111/0011111/1111111/1111111,images/grid_0256_n7_seed256.svg
257,7,257,41,0,0,2,2,40,0,ddddddrrrulluuuuurrrrrddddddluullluruuld,1111111/1111001/1111001/1111001/1111111/1111011/1111011,images/grid_0257_n7_seed257.svg
258,7,258,43,0,0,1,1,42,0,ddddddrrrrrruluruulurullldddddlluruluruuld,1111111/1111011/1111011/1111001/1111011/1111011/1111111,images/grid_0258_n7_seed258.svg
259,7,259,41,0,0,0,1,41,1,ddddddruuurrdddrurdruulurululrrullllddluu,1111111/1110111/1110011/1111011/1101011/1101111/1101111,images/grid_0259_n7_seed259.svg
260,7,260,40,0,0,5,5,40,1,ddddddrrrullurururulldlduuurrrrrdldrdldd,1111111/1111111/1111111/1111011/1110010/1111010/1111000,images/grid_0260_n7_seed260.svg
261,7,261,42,0,0,5,1,42,1,rrrdrurrdldldlllldddrrrrrruuuudlddluldluld,1111111/0001111/0000111/1111111/1111111/1111111/1111111,images/grid_0261_n7_seed261.svg
262,7,262,41,0,0,4,0,42,2,durrddrddldrruuuulurrrdldrdldrddludllllluu,1111111/1011111/0011111/0001111/1011111/1011111/1111111,images/grid_0262_n7_seed262.svg
263,7,263,37,0,0,0,6,36,0,ddddddrruluuuuurrrdlldddrddrrruuuuuu,1111101/1111101/1110001/1110001/1111001/1111001/1111111,images/grid_0263_n7_seed263.svg
264,7,264,37,0,0,0,6,38,2,rdlddrurrdldddlrrrrrlullurruluuurddruu,1100111/1100111/1111111/1111110/0011110/0011110/0111111,images/grid_0264_n7_seed264.svg
265,7,265,41,0,0,5,5,40,0,dddddrurdrrulurullulurrdrurrdldrdldrddlu,1111111/1111111/1011111/1001111/1111111/1111111/0000011,images/grid_0265_n7_seed265.svg
266,7,266,42,3,0,3,3,41,0,dddrrrrrruuldluuururulldluldlddddrruluurd,0011111/0111111/0111110/1111100/1111111/1111111/1111111,images/grid_0266_n7_seed266.svg
267,7,267,37,0,0,2,3,37,1,durrdddrddllldrrrrrruuuuldddluuuuuldd,1111100/1011100/0011111/0011111/0001111/1111111/1111111,images/grid_0267_n7_seed267.svg
268,7,268,38,0,0,3,4,39,2,rrrrrldldlulldddddrrrrrruuudldllllurrru,1111110/1111100/1011000/1000101/1111111/1111111/1111111,images/grid_0268_n7_seed268.svg
269,7,269,41,0,0,4,6,40,0,ddddddrruluuuuurddddruruuurrdldrdldldrru,1110111/1110111/1110111/1111111/1111111/1110111/1110000,images/grid_0269_n7_seed269.svg
270,7,270,39,0,0,6,1,41,3,ddddruurulurrrrrddddluuullddruddddrluldll,1111111/1111111/1111111/1101111/1100111/0001100/0111110,images/grid_0270_n7_seed270.svg
271,7,271,38,0,0,2,6,40,3,ddddddrrrrrrluululldrdrllluuuurulrrrrrdd,1111111/1110001/1100001/1111100/1111110/1111110/1111111,images/grid_0271_n7_seed271.svg
272,7,272,39,0,0,0,6,40,2,rlddddddrrrrrrluuuuldddluulddluuurrurrru,1100001/1001111/1111110/1111110/1111110/1111110/1111111,images/grid_0272_n7_seed272.svg
273,7,273,42,0,0,5,4,41,0,ddddddrruluuuuurddddruuuurdrurdddldrddlul,1111111/1111111/1111001/1111011/1111011/1110111/1110011,images/grid_0273_n7_seed273.svg
274,7,274,38,0,0,2,5,39,2,drudrdlddlddrudrrurdrruluruuuuldlldrdru,1100011/1111111/0111111/0100111/1100011/1101111/1111111,images/grid_0274_n7_seed274.svg
275,7,275,42,0,0,5,6,41,0,ddruurrrrrdddlllurrulllddlldrdldrrrrurdru,1111111/1111111/1111111/1111111/1100000/1100111/1111111,images/grid_0275_n7_seed275.svg
276,7,276,41,0,0,5,6,41,1,dddddduruuuuurdddddruuuuurddddruuuurddddd,1111111/1111111/1111111/1111111/1111111/1111001/1000000,images/grid_0276_n7_seed276.svg
277,7,277,42,0,0,1,6,43,2,ddddddruruluuuurrdlddrurddddrrulurulluuurrd,1111111/1111101/1111100/1111111/1110111/1110111/1100111,images/grid_0277_n7_seed277.svg
278,7,278,38,0,0,4,0,40,3,drurrrrlllddddrdruulurrdrdldrdlllluldluu,1111110/1110000/0011110/0011111/1011111/1111111/1111111,images/grid_0278_n7_seed278.svg
279,7,279,43,0,0,4,5,43,1,drdruulrrrdrurddldrdddlllllluurdruurrdldrru,1111111/1110111/0110011/0011111/1111111/1111111/1111111,images/grid_0279_n7_seed279.svg
280,7,280,41,0,0,4,0,40,0,ddrrrullurrrrrddddddlluruuuuldddlddllluu,1111111/1111111/1111111/0000111/1001111/1001111/1111111,images/grid_0280_n7_seed280.svg
281,7,281,42,0,0,4,4,42,1,rdldddddrrrrrruuuuuudldlllldddruurddrruuld,1100001/1100011/1111111/1111111/1111111/1111111/1111111,images/grid_0281_n7_seed281.svg
282,7,282,42,0,0,6,6,44,3,rrrrrrlldlllldrrrrrrdlllllldrrrdrlllldrrrrrr,1111111/1111100/1111111/1111111/1111000/1111100/1111111,images/grid_0282_n7_seed282.svg
283,7,283,43,0,0,3,5,42,0,ddddddrrrurrruuuuullllldddrdruulurrrdlddru,1111111/1111111/1111111/1111111/1011111/1001111/1111000,images/grid_0283_n7_seed283.svg
284,7,284,39,0,0,4,0,40,2,drduurrddddldrruuuuurrdldrdldddrlllllluu,1111111/1101111/0101111/0001111/1011110/1011110/1111111,images/grid_0284_n7_seed284.svg
285,7,285,39,1,0,2,2,39,1,ddrdlddrururddlrrurdruuluruuulddluuldld,0001111/1011111/1010111/1100011/1111011/1111111/1111111,images/grid_0285_n7_seed285.svg
286,7,286,40,0,0,6,0,40,1,ddddrruluuurdddrrdldrruuuuurddddddllllll,1110011/1110011/1110011/1111111/1111111/0001111/1111111,images/grid_0286_n7_seed286.svg
287,7,287,40,0,0,4,6,40,1,drurrrrrddluldluldddlludddrurdrruluurrrd,1111111/1111111/0011111/1011111/1111001/1111100/1111100,images/grid_0287_n7_seed287.svg
288,7,288,37,0,0,0,6,38,2,drurddrrddllllddrurdrurdrruulduuuuulrr,1110111/1110010/0011110/0000110/1111111/1111111/1111111,images/grid_0288_n7_seed288.svg
289,7,289,42,0,0,6,6,42,1,ddddddrrrrullluuuuurrrrrldlddluuldddrrrrdd,1111111/1111110/1111100/1111100/1111111/1111101/1111101,images/grid_0289_n7_seed289.svg
290,7,290,41,0,0,1,5,42,2,ddddddrrrululduuuuurdrurrrddddddllruuuulur,1111111/1111111/1100111/1100011/1110011/1111011/1111111,images/grid_0290_n7_seed290.svg
291,7,291,41,0,0,1,1,40,0,ddrdddldrrrrrruuldluldluuurrurrullldluld,1111111/1111111/1111100/0110000/0111111/1111111/1111111,images/grid_0291_n7_seed291.svg
292,7,292,37,2,0,5,4,37,1,ddddrrrrrruuuuuulldlulddldrdldrrurudd,0011111/0011101/1110001/1110101/1111101/1111101/1111111,images/grid_0292_n7_seed292.svg
293,7,293,42,0,0,1,6,43,2,ddddddrruluruluuurrrldldrdrurddlddrruluruuu,1111100/1111001/1111111/1111111/1110111/1110111/1110111,images/grid_0293_n7_seed293.svg
